225.719,-60.5584,-154.731
220.976,-60.5857,-154.829
200.056,-60.7061,-155.257
163.52,-60.8955,-155.311
126.596,-61.0869,-155.366
89.2215,-61.2806,-155.421
52.1953,-61.4725,-155.476
15.2199,-61.6642,-155.531
-20.7982,-61.8508,-155.584
-57.6072,-62.0416,-155.639
-94.4163,-62.2324,-155.694
-131.225,-62.4232,-155.748
-168.034,-62.614,-155.803
-204.843,-62.8048,-155.858
-241.653,-62.9956,-155.912
-278.462,-63.1864,-155.967
-315.271,-63.3772,-156.021
-352.08,-63.568,-156.076
-388.889,-63.7588,-156.131
