-38.0306,5.5169,-103.9313,0.000132
-38.1773,5.5171,-104.0885,0.000222
-38.3245,5.5172,-104.2458,0.000315
-38.4720,5.5174,-104.4033,0.000410
-38.6199,5.5175,-104.5610,0.000501
-38.7848,5.5177,-104.7365,0.000609
-38.9170,5.5178,-104.8770,0.000697
-39.0827,5.5180,-105.0529,0.000799
-39.2323,5.5181,-105.2114,0.000893
-39.3823,5.5182,-105.3700,0.000991
-39.5494,5.5184,-105.5465,0.001098
-39.7003,5.5185,-105.7055,0.001193
-39.8516,5.5186,-105.8647,0.001293
-40.0034,5.5187,-106.0240,0.001390
-40.1556,5.5188,-106.1835,0.001488
-40.3082,5.5189,-106.3432,0.001584
-40.4613,5.5190,-106.5030,0.001681
-40.6147,5.5191,-106.6630,0.001779
-40.7858,5.5192,-106.8409,0.001892
-40.9229,5.5193,-106.9834,0.001980
-41.0949,5.5194,-107.1617,0.002099
-41.2501,5.5194,-107.3224,0.002193
-41.4057,5.5195,-107.4832,0.002296
-41.5617,5.5196,-107.6441,0.002396
-41.7182,5.5196,-107.8052,0.002496
-41.8750,5.5197,-107.9665,0.002602
-42.0323,5.5197,-108.1279,0.002702
-42.1901,5.5198,-108.2895,0.002806
-42.3483,5.5198,-108.4512,0.002914
-42.5069,5.5198,-108.6130,0.003015
-42.6659,5.5199,-108.7749,0.003120
-42.8254,5.5199,-108.9370,0.003218
-42.9853,5.5199,-109.0993,0.003328
-43.1457,5.5199,-109.2617,0.003431
-43.3064,5.5199,-109.4242,0.003538
-43.4676,5.5199,-109.5869,0.003646
-43.6291,5.5199,-109.7496,0.003750
-43.7911,5.5199,-109.9126,0.003859
-43.9534,5.5199,-110.0757,0.003964
-44.1161,5.5199,-110.2389,0.004069
-44.2971,5.5199,-110.4205,0.004192
-44.4604,5.5199,-110.5842,0.004297
-44.6240,5.5199,-110.7480,0.004410
-44.7879,5.5198,-110.9121,0.004520
-44.9520,5.5198,-111.0763,0.004628
-45.1164,5.5198,-111.2409,0.004733
-45.2994,5.5198,-111.4240,0.004857
-45.4644,5.5197,-111.5890,0.004971
-45.6297,5.5197,-111.7543,0.005080
-45.7953,5.5197,-111.9198,0.005193
-45.9428,5.5197,-112.0671,0.005286
-46.1090,5.5196,-112.2330,0.005400
-46.2942,5.5196,-112.4175,0.005522
-46.4612,5.5196,-112.5839,0.005631
-46.6472,5.5195,-112.7689,0.005759
-46.8149,5.5195,-112.9356,0.005872
-46.9831,5.5194,-113.1024,0.005983
-47.1516,5.5194,-113.2695,0.006093
-47.3204,5.5193,-113.4367,0.006209
-47.4896,5.5193,-113.6041,0.006320
-47.6592,5.5192,-113.7717,0.006432
-47.8480,5.5192,-113.9581,0.006560
-48.0183,5.5191,-114.1261,0.006672
-48.1890,5.5190,-114.2942,0.006784
-48.3599,5.5189,-114.4625,0.006897
-48.5313,5.5189,-114.6310,0.007007
-48.7030,5.5188,-114.7997,0.007118
-48.8559,5.5187,-114.9497,0.007228
-49.0474,5.5186,-115.1375,0.007348
-49.2202,5.5185,-115.3067,0.007463
-49.3932,5.5185,-115.4760,0.007576
-49.5667,5.5184,-115.6455,0.007692
-49.7404,5.5183,-115.8152,0.007805
-49.9145,5.5182,-115.9851,0.007918
-50.0889,5.5181,-116.1551,0.008033
-50.2831,5.5179,-116.3442,0.008163
-50.4581,5.5178,-116.5146,0.008278
-50.6334,5.5177,-116.6852,0.008393
-50.8089,5.5176,-116.8561,0.008507
-50.9848,5.5175,-117.0271,0.008621
-51.1610,5.5174,-117.1983,0.008734
-51.3375,5.5173,-117.3697,0.008852
-51.5143,5.5172,-117.5413,0.008966
-51.6913,5.5170,-117.7131,0.009082
-51.8884,5.5169,-117.9043,0.009213
-52.0661,5.5168,-118.0765,0.009326
-52.2243,5.5167,-118.2297,0.009426
-52.4224,5.5165,-118.4215,0.009559
-52.6010,5.5164,-118.5943,0.009669
-52.7799,5.5163,-118.7672,0.009789
-52.9590,5.5162,-118.9404,0.009904
-53.1385,5.5160,-119.1137,0.010018
-53.3182,5.5159,-119.2873,0.010135
-53.4983,5.5157,-119.4610,0.010253
-53.6786,5.5156,-119.6350,0.010365
-53.8592,5.5155,-119.8091,0.010485
-54.0401,5.5153,-119.9834,0.010604
-54.2213,5.5152,-120.1579,0.010721
-54.4230,5.5150,-120.3520,0.010851
-54.6048,5.5149,-120.5269,0.010970
-54.7868,5.5147,-120.7020,0.011087
-54.9894,5.5146,-120.8968,0.011219
-55.1721,5.5144,-121.0724,0.011340
-55.3754,5.5142,-121.2676,0.011468
-55.5790,5.5141,-121.4630,0.011599
-55.7422,5.5139,-121.6196,0.011702
-55.9464,5.5137,-121.8155,0.011837
-56.1304,5.5136,-121.9920,0.011956
-56.3353,5.5134,-122.1883,0.012088
-56.5199,5.5132,-122.3652,0.012207
-56.7048,5.5131,-122.5424,0.012325
-56.8899,5.5129,-122.7197,0.012447
-57.0753,5.5127,-122.8972,0.012565
-57.2815,5.5126,-123.0947,0.012697
-57.4675,5.5124,-123.2726,0.012820
-57.6329,5.5123,-123.4310,0.012926
-57.8193,5.5122,-123.6094,0.013045
-58.0266,5.5120,-123.8078,0.013179
-58.2135,5.5119,-123.9866,0.013300
-58.4007,5.5118,-124.1656,0.013423
-58.6089,5.5117,-124.3647,0.013556
-58.7966,5.5116,-124.5440,0.013679
-58.9636,5.5115,-124.7037,0.013790
-59.1726,5.5113,-124.9034,0.013917
-59.3610,5.5112,-125.0835,0.014039
-59.5496,5.5111,-125.2637,0.014162
-59.7384,5.5110,-125.4441,0.014285
-59.9275,5.5108,-125.6247,0.014406
-60.1378,5.5107,-125.8256,0.014539
-60.3274,5.5106,-126.0067,0.014663
-60.4961,5.5105,-126.1678,0.014778
-60.6861,5.5103,-126.3492,0.014897
-60.8973,5.5101,-126.5511,0.015029
-61.0877,5.5099,-126.7330,0.015159
-61.2784,5.5096,-126.9151,0.015284
-61.4906,5.5094,-127.1177,0.015415
-61.6817,5.5092,-127.3002,0.015539
-61.8731,5.5089,-127.4830,0.015665
-62.0434,5.5087,-127.6456,0.015778
-62.2565,5.5085,-127.8491,0.015916
-62.4485,5.5082,-128.0324,0.016037
-62.6408,5.5080,-128.2160,0.016163
-62.8332,5.5078,-128.3998,0.016292
-63.0473,5.5075,-128.6043,0.016486
-63.2187,5.5073,-128.7681,0.016640
-63.4118,5.5071,-128.9525,0.016749
-63.6051,5.5069,-129.1372,0.016849
-63.7986,5.5066,-129.3221,0.016916
-63.9922,5.5064,-129.5071,0.016921
-64.9853,5.5054,-130.4567,0.017722
-65.1847,5.5026,-130.6399,0.017835
-65.3792,5.5013,-130.8284,0.017936
-65.5742,5.5013,-131.0163,0.018049
-65.7916,5.5013,-131.2242,0.018173
-65.9880,5.5013,-131.4109,0.018284
-66.1847,5.5013,-131.5975,0.019031
-67.1904,5.5013,-132.5575,0.019072
-67.3875,5.5013,-132.7460,0.019153
-67.5848,5.5013,-132.9349,0.019260
-67.7821,5.5013,-133.1240,0.019407
-67.9796,5.5013,-133.3134,0.019595
-68.1772,5.5013,-133.5030,0.019747
-68.3748,5.5013,-133.6929,0.019874
-68.5945,5.5013,-133.9042,0.020018
-68.7923,5.5013,-134.0947,0.020150
-68.9901,5.5013,-134.2856,0.020277
-69.1878,5.5013,-134.4768,0.020406
-69.3857,5.5013,-134.6683,0.020535
